Concurso;Data_concurso;Dezena_01;Dezena_02;Dezena_03;Dezena_04;Dezena_05;Dezena_06;
0001;11/03/1996;04;05;30;33;41;52;
0002;18/03/1996;09;37;39;41;43;49;
0003;25/03/1996;10;11;29;30;36;47;
0004;01/04/1996;01;05;06;27;42;59;
0005;08/04/1996;01;02;06;16;19;46;
0006;15/04/1996;07;13;19;22;40;47;
0007;22/04/1996;03;05;20;21;38;56;
0008;29/04/1996;04;17;37;38;47;53;
0009;06/05/1996;08;43;54;55;56;60;
0010;13/05/1996;04;18;21;25;38;57;
0011;20/05/1996;15;25;37;38;58;59;
0012;27/05/1996;04;16;19;20;27;43;
0013;03/06/1996;18;32;47;50;54;56;
0014;10/06/1996;02;16;23;27;47;53;
0015;17/06/1996;12;33;35;51;52;60;
0016;24/06/1996;20;32;34;49;58;60;
0017;01/07/1996;06;10;13;19;20;51;
0018;08/07/1996;23;27;36;37;42;56;
0019;15/07/1996;05;10;12;24;25;60;
0020;22/07/1996;11;25;28;30;33;51;
0021;29/07/1996;06;33;36;46;49;53;
0022;05/08/1996;01;09;31;38;46;56;
0023;12/08/1996;17;37;39;51;52;59;
0024;19/08/1996;01;08;14;28;33;43;
0025;25/08/1996;24;43;50;54;55;56;
0026;01/09/1996;10;22;50;53;57;58;
0027;08/09/1996;13;17;20;33;44;51;
0028;15/09/1996;03;06;22;24;54;60;
0029;22/09/1996;03;08;14;43;56;58;
0030;29/09/1996;07;14;15;29;38;50;
0031;06/10/1996;17;19;28;45;48;56;
0032;13/10/1996;05;14;33;36;43;44;
0033;20/10/1996;05;17;33;39;42;49;
0034;27/10/1996;13;15;17;40;53;57;
0035;03/11/1996;04;16;21;23;54;57;
0036;10/11/1996;03;13;17;25;29;51;
0037;17/11/1996;06;07;22;38;52;60;
0038;24/11/1996;10;42;43;45;54;55;
0039;01/12/1996;12;16;37;45;52;56;
0040;08/12/1996;03;05;08;12;46;47;
0041;15/12/1996;12;26;35;38;39;47;
0042;22/12/1996;07;11;19;24;33;36;
0043;29/12/1996;02;06;17;25;26;58;
0044;05/01/1997;14;18;29;38;44;47;
0045;12/01/1997;07;30;37;44;53;55;
0046;19/01/1997;01;23;24;32;46;60;
0047;26/01/1997;03;17;25;35;48;56;
0048;02/02/1997;02;05;28;34;47;50;
0049;09/02/1997;07;13;33;35;43;55;
0050;16/02/1997;06;16;21;44;57;58;
0051;23/02/1997;17;23;24;25;42;47;
0052;02/03/1997;15;30;38;46;58;59;
0053;09/03/1997;03;13;16;38;42;46;
0054;16/03/1997;05;09;18;21;36;56;
0055;23/03/1997;02;14;23;29;38;52;
0056;30/03/1997;02;07;20;35;51;59;
0057;06/04/1997;07;16;17;27;34;59;
0058;13/04/1997;12;27;30;37;44;49;
0059;20/04/1997;02;08;13;28;34;54;
0060;27/04/1997;03;14;15;20;21;38;
0061;04/05/1997;08;18;29;42;44;59;
0062;11/05/1997;06;08;13;24;31;52;
0063;18/05/1997;09;25;26;40;41;49;
0064;25/05/1997;08;12;23;50;54;60;
0065;01/06/1997;01;05;20;25;32;34;
0066;08/06/1997;12;13;15;26;33;48;
0067;15/06/1997;12;14;17;27;47;52;
0068;22/06/1997;01;03;12;13;53;59;
0069;29/06/1997;25;34;45;53;56;58;
0070;06/07/1997;17;23;27;40;43;58;
0071;13/07/1997;16;27;33;43;45;53;
0072;20/07/1997;01;19;34;43;44;48;
0073;27/07/1997;25;26;28;45;51;57;
0074;03/08/1997;02;24;34;37;38;50;
0075;10/08/1997;21;24;35;36;37;49;
0076;17/08/1997;08;17;18;23;33;53;
0077;24/08/1997;21;29;40;49;54;57;
0078;31/08/1997;12;22;25;31;32;46;
0079;07/09/1997;02;13;17;25;31;43;
0080;14/09/1997;23;28;37;40;48;51;
0081;21/09/1997;10;23;41;47;54;60;
0082;28/09/1997;15;18;29;36;51;53;
0083;05/10/1997;04;15;16;24;42;57;
0084;12/10/1997;04;06;10;25;34;40;
0085;19/10/1997;06;15;30;37;45;47;
0086;26/10/1997;06;21;22;34;36;54;
0087;02/11/1997;04;05;11;28;32;40;
0088;09/11/1997;04;18;29;37;43;45;
0089;16/11/1997;13;34;42;44;55;59;
0090;23/11/1997;09;21;26;40;52;54;
0091;30/11/1997;02;04;10;35;39;60;
0092;07/12/1997;01;03;05;23;24;51;
0093;14/12/1997;02;22;28;31;36;53;
0094;21/12/1997;08;18;28;51;52;55;
0095;28/12/1997;06;40;45;46;50;60;
0096;04/01/1998;04;07;26;40;42;58;
0097;11/01/1998;05;11;14;35;53;56;
0098;18/01/1998;13;14;31;33;35;43;
0099;25/01/1998;11;24;30;33;46;60;
0100;01/02/1998;14;29;30;46;48;51;
0101;08/02/1998;01;18;29;31;37;39;
0102;15/02/1998;19;20;37;42;44;56;
0103;22/02/1998;01;07;09;49;54;57;
0104;01/03/1998;01;04;13;21;38;52;
0105;08/03/1998;03;13;31;43;46;49;
0106;15/03/1998;05;16;24;35;38;39;
0107;22/03/1998;02;04;16;24;51;52;
0108;29/03/1998;21;24;29;34;59;60;
0109;04/04/1998;01;13;44;48;49;54;
0110;11/04/1998;18;31;43;52;57;58;
0111;18/04/1998;04;22;25;32;33;52;
0112;25/04/1998;12;20;34;37;42;43;
0113;02/05/1998;07;26;28;34;54;55;
0114;09/05/1998;06;12;18;37;47;54;
0115;16/05/1998;04;06;14;20;24;38;
0116;23/05/1998;05;13;32;36;42;51;
0117;30/05/1998;20;25;27;33;42;53;
0118;06/06/1998;09;22;25;37;56;57;
0119;13/06/1998;01;21;36;38;47;50;
0120;20/06/1998;03;16;27;40;45;46;
0121;27/06/1998;02;29;41;44;53;55;
0122;04/07/1998;11;17;20;39;43;53;
0123;11/07/1998;13;14;16;26;32;42;
0124;18/07/1998;05;15;34;41;52;57;
0125;25/07/1998;25;41;47;53;56;59;
0126;01/08/1998;06;10;11;28;32;40;
0127;08/08/1998;21;29;50;51;54;59;
0128;15/08/1998;03;09;18;21;23;43;
0129;22/08/1998;01;09;10;32;46;54;
0130;29/08/1998;13;29;38;42;49;53;
0131;05/09/1998;04;09;17;27;30;44;
0132;12/09/1998;07;09;35;41;44;50;
0133;19/09/1998;05;06;19;34;39;57;
0134;26/09/1998;04;25;32;36;52;60;
0135;03/10/1998;21;22;35;40;53;59;
0136;10/10/1998;01;17;25;38;45;59;
0137;17/10/1998;15;16;19;22;26;49;
0138;24/10/1998;05;14;27;37;40;41;
0139;31/10/1998;03;13;26;27;41;42;
0140;07/11/1998;07;31;41;44;46;55;
0141;14/11/1998;10;13;22;41;42;58;
0142;21/11/1998;08;15;19;20;54;59;
0143;28/11/1998;06;18;20;40;50;53;
0144;05/12/1998;08;32;36;44;45;55;
0145;12/12/1998;15;16;31;41;43;51;
0146;19/12/1998;25;32;34;42;51;60;
0147;24/12/1998;06;16;23;24;28;38;
0148;31/12/1998;32;35;41;55;58;59;
0149;09/01/1999;07;11;20;28;45;48;
0150;16/01/1999;12;44;50;52;54;55;
0151;23/01/1999;03;16;20;43;52;56;
0152;30/01/1999;05;12;15;29;51;58;
0153;06/02/1999;02;30;31;42;45;47;
0154;13/02/1999;08;10;24;33;45;48;
0155;20/02/1999;12;30;32;35;43;44;
0156;27/02/1999;17;23;42;49;52;55;
0157;06/03/1999;04;13;17;21;41;44;
0158;13/03/1999;04;14;17;43;51;58;
0159;20/03/1999;09;11;16;35;50;58;
0160;27/03/1999;02;13;42;52;54;58;
0161;03/04/1999;06;25;30;37;39;41;
0162;10/04/1999;21;23;33;38;48;51;
0163;17/04/1999;08;27;36;41;53;56;
0164;24/04/1999;04;10;14;19;28;44;
0165;01/05/1999;10;19;23;35;39;56;
0166;08/05/1999;12;13;22;57;59;60;
0167;15/05/1999;01;11;28;33;38;48;
0168;22/05/1999;02;09;31;35;45;50;
0169;29/05/1999;01;13;21;37;51;52;
0170;05/06/1999;07;41;46;51;55;58;
0171;12/06/1999;04;27;40;43;46;54;
0172;19/06/1999;10;14;26;35;36;49;
0173;26/06/1999;17;28;29;42;49;50;
0174;03/07/1999;11;22;23;36;52;59;
0175;10/07/1999;01;10;13;20;42;50;
0176;17/07/1999;01;03;04;28;45;53;
0177;24/07/1999;22;35;38;39;41;59;
0178;31/07/1999;05;15;19;26;27;33;
0179;07/08/1999;05;06;23;26;27;53;
0180;14/08/1999;06;23;29;39;51;60;
0181;21/08/1999;01;27;33;35;51;55;
0182;28/08/1999;03;05;10;28;46;60;
0183;04/09/1999;02;07;11;16;40;44;
0184;11/09/1999;09;16;21;34;41;60;
0185;18/09/1999;17;22;43;46;55;59;
0186;25/09/1999;14;23;24;25;26;51;
0187;02/10/1999;06;36;41;44;48;58;
0188;10/10/1999;17;27;34;42;43;46;
0189;16/10/1999;04;15;31;38;41;53;
0190;24/10/1999;05;10;21;32;40;42;
0191;31/10/1999;01;03;05;23;41;58;
0192;06/11/1999;01;26;28;41;54;60;
0193;13/11/1999;04;11;12;19;43;49;
0194;20/11/1999;25;28;32;33;42;43;
0195;27/11/1999;03;09;17;32;37;44;
0196;04/12/1999;07;09;14;17;24;32;
0197;11/12/1999;05;12;15;19;29;52;
0198;18/12/1999;01;08;18;23;35;40;
0199;24/12/1999;10;16;37;50;52;57;
0200;31/12/1999;12;15;19;34;44;51;
0201;08/01/2000;05;20;22;30;35;55;
0202;15/01/2000;12;24;44;45;49;53;
0203;22/01/2000;11;19;29;44;47;55;
0204;29/01/2000;29;31;39;41;51;58;
0205;05/02/2000;26;32;40;43;46;54;
0206;12/02/2000;18;20;26;34;51;56;
0207;19/02/2000;03;07;19;24;53;55;
0208;26/02/2000;15;23;24;25;47;57;
0209;04/03/2000;13;21;26;32;41;52;
0210;11/03/2000;20;32;37;38;48;58;
0211;18/03/2000;10;20;33;40;45;50;
0212;25/03/2000;06;15;29;45;57;59;
0213;01/04/2000;03;09;23;30;32;35;
0214;08/04/2000;06;12;30;31;35;50;
0215;15/04/2000;07;28;37;46;53;58;
0216;22/04/2000;14;18;30;35;42;59;
0217;29/04/2000;03;27;32;45;49;51;
0218;06/05/2000;12;17;40;42;47;54;
0219;13/05/2000;23;26;28;36;42;49;
0220;20/05/2000;13;14;36;53;55;60;
0221;27/05/2000;13;27;43;50;54;58;
0222;03/06/2000;05;19;30;48;52;55;
0223;10/06/2000;02;06;22;24;28;58;
0224;17/06/2000;07;16;18;20;21;44;
0225;24/06/2000;02;04;16;21;37;58;
0226;01/07/2000;01;02;38;49;50;59;
0227;08/07/2000;11;26;27;37;42;48;
0228;15/07/2000;13;16;40;43;45;59;
0229;22/07/2000;11;13;21;33;39;45;
0230;29/07/2000;08;40;41;44;53;56;
0231;05/08/2000;16;27;36;42;44;59;
0232;12/08/2000;19;22;29;37;41;59;
0233;19/08/2000;03;07;24;32;36;45;
0234;26/08/2000;15;25;41;42;45;54;
0235;02/09/2000;02;22;29;31;41;55;
0236;09/09/2000;10;25;50;52;57;60;
0237;16/09/2000;07;31;36;45;56;57;
0238;23/09/2000;09;13;15;37;41;42;
0239;30/09/2000;06;21;33;44;46;47;
0240;07/10/2000;25;28;38;41;57;59;
0241;14/10/2000;11;31;35;40;56;57;
0242;21/10/2000;04;07;21;22;28;56;
0243;28/10/2000;11;16;20;23;32;47;
0244;04/11/2000;19;24;33;47;50;60;
0245;11/11/2000;08;27;44;51;53;60;
0246;18/11/2000;02;16;32;37;43;57;
0247;25/11/2000;03;10;23;30;34;46;
0248;02/12/2000;16;32;34;35;41;56;
0249;09/12/2000;21;36;40;49;54;55;
0250;16/12/2000;07;25;41;42;43;55;
0251;23/12/2000;15;23;30;34;49;55;
0252;30/12/2000;04;17;26;32;51;54;
0253;06/01/2001;11;12;24;37;44;56;
0254;13/01/2001;01;04;21;22;30;56;
0255;20/01/2001;16;19;20;32;44;55;
0256;27/01/2001;02;21;26;32;34;52;
0257;03/02/2001;01;04;05;19;28;34;
0258;10/02/2001;07;12;50;54;55;60;
0259;17/02/2001;13;15;20;33;43;58;
0260;24/02/2001;04;06;33;43;59;60;
0261;03/03/2001;05;16;20;30;54;56;
0262;10/03/2001;11;20;48;53;58;60;
0263;17/03/2001;08;09;26;43;50;53;
0264;24/03/2001;01;05;13;25;31;33;
0265;31/03/2001;07;16;34;41;50;53;
0266;07/04/2001;02;23;38;46;48;54;
0267;14/04/2001;01;08;45;46;55;58;
0268;21/04/2001;05;06;10;21;33;47;
0269;28/04/2001;17;18;19;25;49;52;
0270;05/05/2001;05;09;27;35;40;45;
0271;12/05/2001;14;24;26;29;31;54;
0272;19/05/2001;09;10;24;36;56;58;
0273;26/05/2001;10;17;23;27;47;52;
0274;02/06/2001;11;13;18;26;39;47;
0275;09/06/2001;16;19;30;37;38;48;
0276;16/06/2001;22;39;45;53;57;59;
0277;23/06/2001;04;26;38;40;52;56;
0278;30/06/2001;10;15;18;22;31;55;
0279;07/07/2001;04;23;31;47;58;59;
0280;14/07/2001;05;16;20;25;30;58;
0281;21/07/2001;05;11;31;38;47;53;
0282;28/07/2001;09;14;23;24;33;36;
0283;01/08/2001;25;28;34;42;48;54;
0284;04/08/2001;07;08;14;30;32;36;
0285;08/08/2001;12;32;37;41;50;56;
0286;11/08/2001;29;35;37;44;47;56;
0287;15/08/2001;03;13;25;33;47;60;
0288;18/08/2001;06;09;11;17;18;50;
0289;22/08/2001;06;07;20;25;30;36;
0290;25/08/2001;07;25;26;30;40;57;
0291;29/08/2001;05;16;17;18;22;41;
0292;01/09/2001;13;23;24;34;45;53;
0293;05/09/2001;05;06;07;12;28;35;
0294;08/09/2001;22;25;28;41;45;57;
0295;12/09/2001;07;12;24;31;44;50;
0296;15/09/2001;03;20;42;46;51;52;
0297;19/09/2001;01;20;28;33;36;41;
0298;22/09/2001;05;22;23;24;34;60;
0299;26/09/2001;02;05;07;33;49;53;
0300;29/09/2001;24;27;28;38;41;57;
0301;03/10/2001;09;26;48;49;57;58;
0302;06/10/2001;12;25;30;40;41;60;
0303;10/10/2001;07;13;17;30;37;47;
0304;13/10/2001;07;11;34;41;42;59;
0305;17/10/2001;05;11;27;38;53;60;
0306;20/10/2001;19;30;41;47;56;57;
0307;24/10/2001;13;16;17;26;41;44;
0308;27/10/2001;04;11;25;29;39;55;
0309;31/10/2001;04;11;25;39;50;55;
0310;03/11/2001;02;14;28;29;31;32;
0311;07/11/2001;22;24;30;32;38;41;
0312;10/11/2001;14;23;30;41;47;50;
0313;14/11/2001;14;16;24;37;38;53;
0314;17/11/2001;05;32;34;37;40;58;
0315;21/11/2001;12;21;22;28;43;50;
0316;24/11/2001;06;24;28;43;51;56;
0317;28/11/2001;16;20;27;30;35;48;
0318;01/12/2001;03;19;20;31;40;53;
0319;05/12/2001;12;16;17;19;23;48;
0320;08/12/2001;20;22;27;47;50;53;
0321;12/12/2001;04;11;31;32;48;49;
0322;15/12/2001;11;18;29;44;47;56;
0323;19/12/2001;26;31;33;40;49;54;
0324;22/12/2001;08;15;22;25;30;47;
0325;29/12/2001;01;03;04;21;23;53;
0326;05/01/2002;21;23;40;44;51;52;
0327;09/01/2002;29;32;33;38;46;48;
0328;12/01/2002;05;07;14;21;23;51;
0329;16/01/2002;10;11;12;24;35;40;
0330;19/01/2002;02;04;14;23;37;51;
0331;23/01/2002;01;13;20;27;35;37;
0332;26/01/2002;23;28;29;34;42;44;
0333;30/01/2002;04;27;35;44;52;53;
0334;02/02/2002;14;23;24;26;41;51;
0335;06/02/2002;07;23;33;43;57;59;
0336;09/02/2002;02;18;22;26;30;54;
0337;16/02/2002;04;14;16;31;52;54;
0338;20/02/2002;01;04;09;36;46;48;
0339;23/02/2002;05;12;13;16;27;50;
0340;27/02/2002;09;10;12;33;42;60;
0341;02/03/2002;05;16;22;23;43;56;
0342;06/03/2002;16;29;34;49;51;54;
0343;09/03/2002;04;06;07;12;24;41;
0344;13/03/2002;10;12;14;33;35;36;
0345;16/03/2002;11;22;46;51;56;58;
0346;20/03/2002;07;12;41;46;56;60;
0347;23/03/2002;01;10;12;26;48;52;
0348;27/03/2002;19;30;33;39;40;52;
0349;30/03/2002;08;09;28;32;38;54;
0350;03/04/2002;10;15;23;30;43;57;
0351;06/04/2002;15;16;24;41;59;60;
0352;10/04/2002;07;20;25;44;47;49;
0353;13/04/2002;19;23;30;46;55;60;
0354;17/04/2002;07;16;38;40;41;52;
0355;20/04/2002;02;14;22;23;37;60;
0356;24/04/2002;05;19;21;54;56;58;
0357;27/04/2002;02;30;32;35;45;53;
0358;04/05/2002;12;17;21;32;40;42;
0359;08/05/2002;13;19;20;29;31;54;
0360;11/05/2002;23;24;29;47;53;55;
0361;15/05/2002;16;28;31;41;45;59;
0362;18/05/2002;07;20;33;37;46;56;
0363;22/05/2002;19;29;39;47;49;54;
0364;25/05/2002;05;29;44;51;57;59;
0365;29/05/2002;19;23;34;37;52;58;
0366;01/06/2002;04;06;07;15;21;51;
0367;05/06/2002;10;12;27;33;49;52;
0368;08/06/2002;13;29;32;38;44;50;
0369;12/06/2002;01;14;21;35;42;60;
0370;15/06/2002;01;04;40;42;51;54;
0371;19/06/2002;04;18;23;33;39;60;
0372;22/06/2002;16;17;24;39;46;57;
0373;26/06/2002;01;05;10;24;31;33;
0374;29/06/2002;02;05;16;26;44;54;
0375;03/07/2002;01;05;09;42;51;58;
0376;06/07/2002;10;13;25;35;43;48;
0377;10/07/2002;03;12;19;27;45;46;
0378;13/07/2002;05;38;41;45;48;55;
0379;17/07/2002;24;33;40;41;55;59;
0380;20/07/2002;13;22;30;31;47;57;
0381;24/07/2002;09;10;28;46;55;56;
0382;27/07/2002;31;34;37;38;53;54;
0383;31/07/2002;14;22;48;50;53;56;
0384;03/08/2002;24;28;40;47;50;52;
0385;07/08/2002;05;12;16;18;22;24;
0386;10/08/2002;17;35;36;39;43;54;
0387;14/08/2002;22;28;29;43;47;48;
0388;17/08/2002;23;36;48;52;53;58;
0389;21/08/2002;05;14;18;43;46;54;
0390;24/08/2002;07;12;22;34;38;53;
0391;28/08/2002;04;07;15;16;35;40;
0392;31/08/2002;15;23;31;39;47;49;
0393;04/09/2002;06;12;35;36;40;50;
0394;07/09/2002;05;15;35;42;45;49;
0395;11/09/2002;10;11;14;20;31;58;
0396;14/09/2002;06;18;34;42;45;47;
0397;18/09/2002;01;02;05;24;32;46;
0398;21/09/2002;07;16;22;28;36;37;
0399;25/09/2002;11;16;27;47;55;59;
0400;28/09/2002;10;13;28;29;54;59;
0401;02/10/2002;11;18;43;44;50;53;
0402;05/10/2002;05;16;27;43;56;58;
0403;09/10/2002;07;16;27;31;46;60;
0404;12/10/2002;01;24;28;38;40;58;
0405;16/10/2002;24;29;34;47;57;60;
0406;19/10/2002;02;12;32;38;47;48;
0407;23/10/2002;02;18;22;49;51;57;
0408;26/10/2002;14;28;33;44;49;56;
0409;30/10/2002;18;25;26;31;34;49;
0410;02/11/2002;08;24;31;36;38;55;
0411;06/11/2002;10;12;31;38;45;56;
0412;09/11/2002;05;12;14;21;45;59;
0413;13/11/2002;02;04;29;33;35;53;
0414;16/11/2002;16;26;35;45;52;58;
0415;20/11/2002;01;04;27;38;42;44;
0416;23/11/2002;01;13;23;33;54;56;
0417;27/11/2002;07;12;21;25;34;42;
0418;30/11/2002;08;15;32;45;49;52;
0419;04/12/2002;09;16;41;42;52;53;
0420;07/12/2002;12;29;30;43;57;59;
0421;11/12/2002;05;35;37;38;45;51;
0422;14/12/2002;12;37;43;55;56;60;
0423;18/12/2002;08;22;32;33;40;53;
0424;21/12/2002;18;27;29;36;46;59;
0425;28/12/2002;06;10;16;34;42;47;
0426;04/01/2003;07;30;32;37;50;54;
0427;08/01/2003;03;13;14;24;43;51;
0428;11/01/2003;08;28;30;32;46;60;
0429;15/01/2003;17;26;32;36;43;55;
0430;18/01/2003;08;10;21;25;38;50;
0431;22/01/2003;26;37;40;47;52;58;
0432;25/01/2003;04;13;17;27;39;50;
0433;29/01/2003;16;17;28;30;36;54;
0434;01/02/2003;04;10;17;24;30;54;
0435;05/02/2003;10;11;17;31;37;43;
0436;08/02/2003;01;06;07;29;48;57;
0437;12/02/2003;07;10;30;44;54;59;
0438;15/02/2003;03;05;11;14;38;48;
0439;19/02/2003;13;20;29;42;43;57;
0440;22/02/2003;03;05;23;30;46;47;
0441;26/02/2003;02;10;15;21;58;59;
0442;01/03/2003;06;15;23;31;37;59;
0443;08/03/2003;11;17;26;36;48;52;
0444;12/03/2003;03;24;33;48;52;57;
0445;15/03/2003;07;20;31;32;50;53;
0446;19/03/2003;08;11;12;17;20;47;
0447;22/03/2003;15;24;25;33;42;55;
0448;26/03/2003;03;05;09;45;51;52;
0449;29/03/2003;01;08;24;34;49;56;
0450;02/04/2003;01;09;13;50;51;59;
0451;05/04/2003;17;18;23;28;31;53;
0452;09/04/2003;11;16;30;36;51;54;
0453;12/04/2003;08;20;23;34;52;58;
0454;16/04/2003;04;17;24;42;46;56;
0455;19/04/2003;02;14;15;17;50;59;
0456;23/04/2003;03;17;22;27;33;40;
0457;26/04/2003;15;17;24;27;32;48;
0458;30/04/2003;13;24;32;34;43;53;
0459;03/05/2003;08;15;17;39;43;49;
0460;07/05/2003;19;23;30;37;49;55;
0461;10/05/2003;15;17;20;29;30;60;
0462;14/05/2003;17;19;22;26;27;48;
0463;17/05/2003;02;03;07;18;45;53;
0464;21/05/2003;06;24;33;38;45;50;
0465;24/05/2003;01;22;31;46;51;57;
0466;28/05/2003;11;16;28;29;30;45;
0467;31/05/2003;08;18;21;22;38;60;
0468;04/06/2003;05;06;23;25;39;51;
0469;07/06/2003;13;21;26;29;42;47;
0470;11/06/2003;08;11;23;37;51;58;
0471;14/06/2003;05;31;32;36;51;59;
0472;18/06/2003;03;04;12;29;38;51;
0473;21/06/2003;07;23;41;49;51;58;
0474;25/06/2003;03;12;32;34;40;50;
0475;28/06/2003;06;08;19;22;43;52;
0476;02/07/2003;17;20;38;43;55;58;
0477;05/07/2003;06;08;18;34;38;47;
0478;09/07/2003;03;08;21;25;30;31;
0479;12/07/2003;20;26;41;46;54;58;
0480;16/07/2003;14;33;36;38;41;49;
0481;19/07/2003;06;13;22;24;42;44;
0482;23/07/2003;12;13;33;53;54;56;
0483;26/07/2003;16;18;23;35;44;59;
0484;30/07/2003;17;18;19;38;49;53;
0485;02/08/2003;19;28;30;38;52;57;
0486;06/08/2003;08;14;19;30;42;50;
0487;09/08/2003;08;22;25;48;52;54;
0488;13/08/2003;15;30;35;39;43;57;
0489;16/08/2003;17;28;33;36;53;59;
0490;20/08/2003;05;11;23;29;54;58;
0491;23/08/2003;01;09;15;22;43;55;
0492;27/08/2003;02;06;15;18;56;57;
0493;30/08/2003;03;18;20;24;42;54;
0494;03/09/2003;18;20;28;32;49;53;
0495;06/09/2003;08;15;29;36;49;60;
0496;10/09/2003;10;19;20;29;41;59;
0497;13/09/2003;09;13;20;32;41;58;
0498;17/09/2003;02;06;28;49;50;57;
0499;20/09/2003;01;04;05;11;44;59;
0500;27/09/2003;21;29;35;36;38;54;
0501;01/10/2003;16;27;28;34;39;56;
0502;04/10/2003;07;13;21;24;33;50;
0503;08/10/2003;07;10;21;27;48;49;
0504;11/10/2003;08;11;19;30;39;50;
0505;15/10/2003;03;20;28;46;47;52;
0506;18/10/2003;04;15;31;34;37;38;
0507;22/10/2003;03;05;27;33;44;58;
0508;25/10/2003;05;10;15;45;46;56;
0509;29/10/2003;28;32;33;34;35;55;
0510;01/11/2003;01;04;30;41;45;58;
0511;05/11/2003;03;04;08;34;36;37;
0512;08/11/2003;04;08;31;40;53;58;
0513;12/11/2003;10;19;27;33;39;46;
0514;15/11/2003;15;36;40;42;51;52;
0515;19/11/2003;15;16;39;45;48;57;
0516;22/11/2003;05;13;24;33;34;35;
0517;26/11/2003;07;08;28;32;38;51;
0518;29/11/2003;05;08;10;15;18;44;
0519;03/12/2003;09;15;19;22;36;42;
0520;06/12/2003;09;12;17;32;34;35;
0521;10/12/2003;15;25;28;32;38;45;
0522;13/12/2003;06;14;15;25;49;52;
0523;17/12/2003;28;39;40;44;45;58;
0524;20/12/2003;19;29;34;41;47;48;
0525;27/12/2003;08;10;24;26;32;49;
0526;03/01/2004;03;21;31;36;55;59;
0527;07/01/2004;06;14;17;26;50;52;
0528;10/01/2004;08;12;28;31;34;37;
0529;14/01/2004;01;13;33;38;45;56;
0530;17/01/2004;01;06;21;25;32;49;
0531;21/01/2004;01;03;07;18;35;50;
0532;24/01/2004;04;09;12;13;52;53;
0533;28/01/2004;13;18;21;27;53;59;
0534;31/01/2004;03;08;23;31;48;57;
0535;04/02/2004;06;14;28;47;49;56;
0536;07/02/2004;14;15;22;23;25;37;
0537;11/02/2004;03;07;19;34;37;39;
0538;14/02/2004;03;25;43;45;52;56;
0539;18/02/2004;06;16;19;47;50;55;
0540;21/02/2004;04;22;28;30;44;49;
0541;28/02/2004;13;27;49;52;57;58;
0542;03/03/2004;04;06;19;28;35;49;
0543;06/03/2004;35;37;42;46;49;54;
0544;10/03/2004;11;17;33;34;47;56;
0545;13/03/2004;17;29;35;40;43;57;
0546;17/03/2004;04;05;13;17;46;54;
0547;20/03/2004;04;13;28;30;53;59;
0548;24/03/2004;14;47;49;51;58;59;
0549;27/03/2004;08;13;22;46;51;58;
0550;31/03/2004;16;17;38;39;45;56;
0551;03/04/2004;12;21;46;48;56;57;
0552;07/04/2004;09;22;47;49;52;54;
0553;10/04/2004;04;43;46;53;54;58;
0554;14/04/2004;15;29;31;42;47;60;
0555;17/04/2004;05;23;31;33;45;49;
0556;21/04/2004;08;10;17;30;33;45;
0557;24/04/2004;08;12;18;23;38;49;
0558;28/04/2004;07;14;31;57;58;59;
0559;01/05/2004;06;13;17;25;36;53;
0560;05/05/2004;02;11;18;30;32;58;
0561;08/05/2004;01;20;36;39;49;55;
0562;12/05/2004;16;23;35;37;55;57;
0563;15/05/2004;05;08;23;34;44;51;
0564;19/05/2004;10;13;20;32;38;49;
0565;22/05/2004;07;31;34;35;37;45;
0566;26/05/2004;06;13;17;18;20;37;
0567;29/05/2004;11;31;38;41;57;58;
0568;02/06/2004;13;17;22;25;29;41;
0569;05/06/2004;03;09;14;15;32;57;
0570;09/06/2004;15;32;33;35;36;51;
0571;12/06/2004;12;13;14;31;50;51;
0572;16/06/2004;03;09;16;20;33;60;
0573;19/06/2004;06;17;22;29;40;59;
0574;23/06/2004;02;10;17;23;32;44;
0575;26/06/2004;05;18;21;29;35;48;
0576;30/06/2004;07;08;18;39;43;52;
0577;03/07/2004;08;23;24;28;31;47;
0578;07/07/2004;03;18;23;48;56;58;
0579;10/07/2004;04;09;15;17;34;39;
0580;14/07/2004;15;16;18;28;38;47;
0581;17/07/2004;14;17;25;30;39;52;
0582;21/07/2004;13;29;40;45;51;59;
0583;24/07/2004;06;07;20;41;43;55;
0584;28/07/2004;07;08;23;30;32;53;
0585;31/07/2004;12;24;33;36;39;57;
0586;04/08/2004;11;13;38;39;45;54;
0587;07/08/2004;02;18;29;30;36;60;
0588;11/08/2004;11;13;45;46;53;55;
0589;14/08/2004;06;07;08;13;33;59;
0590;18/08/2004;04;05;18;25;28;51;
0591;21/08/2004;01;03;18;34;50;58;
0592;25/08/2004;13;14;42;47;55;59;
0593;28/08/2004;01;25;27;29;49;59;
0594;01/09/2004;10;13;29;47;53;55;
0595;04/09/2004;01;02;25;43;50;54;
0596;08/09/2004;11;14;28;43;54;60;
0597;11/09/2004;22;27;29;40;42;56;
0598;15/09/2004;05;16;34;38;50;53;
0599;18/09/2004;04;06;09;23;45;51;
0600;22/09/2004;16;18;31;34;39;54;
0601;25/09/2004;10;19;22;29;30;37;
0602;29/09/2004;07;13;38;46;55;60;
0603;02/10/2004;04;08;11;12;29;44;
0604;06/10/2004;15;25;41;46;49;51;
0605;09/10/2004;04;24;44;49;52;53;
0606;13/10/2004;06;23;32;35;41;55;
